"elementList__propertyCode","elementList__thumbnail","elementList__externalReference","elementList__numPhotos","elementList__floor","elementList__price","elementList__propertyType","elementList__operation","elementList__size","elementList__exterior","elementList__rooms","elementList__bathrooms","elementList__address","elementList__province","elementList__municipality","elementList__district","elementList__country","elementList__latitude","elementList__longitude","elementList__showAddress","elementList__url","elementList__distance","elementList__description","elementList__hasVideo","elementList__status","elementList__newDevelopment","elementList__hasLift","elementList__parkingSpace__hasParkingSpace","elementList__parkingSpace__isParkingSpaceIncludedInPrice","elementList__priceByArea","elementList__detailedType__typology","elementList__detailedType__subTypology","elementList__suggestedTexts__subtitle","elementList__suggestedTexts__title","elementList__hasPlan","elementList__has3DTour","elementList__has360","elementList__hasStaging","elementList__labels__name","elementList__labels__text","elementList__topNewDevelopment","elementList__superTopHighlight","total","totalPages","actualPage","itemsPerPage","numPaginations","summary","alertName","lowerRangePosition","upperRangePosition","paginable"
"95242821","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/38/b2/e4/913185674.jpg","MH_01001","32","","325000.0","chalet","sale","165.0","False","3","3","Avenida Del Instituto","Madrid","Arganda","Perlita","es","40.2952299","-3.4411968","False","https://www.idealista.com/inmueble/95242821/","3291","Mauriz Home pone a la venta espectacular chalet adosado completamente reformado en el centro de Arganda. Está formado por cuatro plantas. En la planta semisótano, hay garaje para dos coches con puerta automática y ventana, una zona de almacenaje, una habitación y salida al patio con barbacoa del inmueble, además de la escalera de subida a las plantas superiores.  Planta baja con acceso principal e independiente. Tiene hall con armario, gran salón con acceso a balcón, cocina, un aseo y escalera de subida a la primera planta con tres dormitorios, uno de ellos suite con cuarto de baño y otro cuarto de baño que da cobertura a los demás dormitorios y subida a amplia buhardilla diáfana. La vivienda es completamente exterior con dos orientaciones. Está completamente reformada con materiales de primera calidad. Puertas de paso y de armarios lacadas en blanco, tarima AC5, calefacción de gas natural, aire acondicionado en salón, rejas en la planta baja y mosquiteras en las ventanas de toda la casa  Ubicada en la zona centro de Arganda, cerca de todos los servicios, centro de salud, colegios, institutos, supermercados, polideportivos y transporte público. El plazo de entrega del inmueble será de cinco meses. Desde Mauriz Home te invitamos a conocerla sin compromiso con uno de nuestros expertos, para que te ayude a encontrar tu casa ideal, con un asesoramiento personalizado adaptado a tus gustos y necesidades LLámanos te atenderemos encantados.","False","good","False","","","","1970.0","chalet","terracedHouse","Perlita, Arganda","Chalet adosado en Avenida Del Instituto","False","False","False","False","","","False","False","","","","","","","","","",""
"98887944","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/7f/11/c9/1026644212.jpg","RP1652022104427","37","","315000.0","flat","sale","121.0","True","3","2","Rivas Urbanizaciones","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3740632","-3.5332691","False","https://www.idealista.com/inmueble/98887944/","13533","Espectacular piso de 121m² construidos, ubicado en el familiar y juvenil Barrio de la Luna Rivas-Urbanizaciones, zona cercana a centro comercial Covibar II, colegios, guarderías, farmacias, restaurantes, cafeterías, supermercados (Mercadona y próxima apertura de AhorraMás, centro deportivo Supera Rivas y líneas de autobuses dirección directa a estación de metro Linea 9 Rivas Urbanizaciones, Rivas Vaciamadrid o Conde Casal. La vivienda consta de: hall recibidor con armario de cortesía, luminoso salón comedor de 33m² con salida terraza con vistas a zonas verdes sin ninguna edificación enfrente, amplia cocina amueblada con forma de L, con espacio para comedor y tendedero cubierto, 3 dormitorios (todos con armarios empotrados) y 2 baños (uno de ellos en suit con bañera de hidromasaje y el otro con plato de ducha). Además cuenta con 2 plazas de garaje y trastero. La vivienda consta de primeras calidades: suelos de tarima, paredes lisas, puertas de madera, ventanas climalit y preinstación hecha del aire acondicionado. Ubicado en urbanización cerrada con portero físico y zonas verdes. *Vivienda de venta libre*  Podemos conseguirle la mejor financiación con nuestro departamento financiero Dcredit!  Visítelo sin compromiso.","True","good","False","True","True","True","2603.0","flat","","Rivas Urbanizaciones, Rivas-Vaciamadrid","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"98762109","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/01/29/47/1022905323.jpg","RP482022103927","48","","589000.0","chalet","sale","331.0","False","3","3","Rivas Centro","Madrid","Rivas-Vaciamadrid","Rivas Centro","es","40.3536253","-3.5147565","False","https://www.idealista.com/inmueble/98762109/","10972","Oportunidad de comprar chalet pareado de construcción Larvin.  Sus 331m² de construcción se encuentran distribuidos de la siguiente manera: Planta baja: Patio de entrada con jardín y porche acristalado, hall recibidor con baño completo, cocina recién reformada con exclusivo mobiliario, salón comedor de 43m² con chimenea y salida al patio trasero con terraza techada, piscina de obra, zona ajardinada, barbacoa, garaje para 2 coches. En la primera planta: 3 dormitorios con armarios empotrados (el dormitorio principal con vestidor y balcón) y 2 baños (uno de ellos en suite). En la segunda planta: Buhardilla diáfana de 35m² con ventanas velux y armarios empotrados. Y la planta sótano de 75m² con salón con ventanas, cocina y zona de planchado. El chalet originalmente contaba con 5 dormitorios, uno de ellos en la planta baja. Excelente calidades, paredes lisas, suelos de cerámico y tarima, aire acondicionado en el salón comedor, en el dormitorio principal y en el sótano, ventanas climalit oscilobatientes. LA VIVIENDA SE VENDE TOTALMENTE AMUEBLADA Y CON ELECTRODOMESTICOS. Podemos conseguir la mejor financiación con nuestro departamento financiero Dcredit. Visítelo sin compromiso!","False","good","False","","True","True","1779.0","chalet","semidetachedHouse","Rivas Centro, Rivas-Vaciamadrid","Chalet pareado","False","False","False","False","","","False","False","","","","","","","","","",""
"98754609","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/54/29/56/1022633961.jpg","RP052022103924","29","","432000.0","chalet","sale","881.0","False","4","1","La Poveda","Madrid","Arganda","La Poveda","es","40.3171362","-3.4813683","False","https://www.idealista.com/inmueble/98754609/","6771","Redpiso pone a la venta chalet con parcela de 881 m2, suelo urbano residencial; con proyecto y licencia de construcción en una zona privilegiada a 5 minutos andando del metro. Dentro de la parcela encontramos una casa a reformar; consta de 4 dormitorios, cocina y baño. Equipamiento agua, electricidad. alcantarillado, gas natural, alumbrado público y aceras. Te ofrecemos la posibilidad de que puedas asesorarte sin ningún compromiso con nuestro departamento financiero, el cual encontrara según tu perfil la mejor hipoteca para ti. Te esperamos en nuestra oficina en Avenida del Ejercito, N. º 63. VEN A VISITARLO SIN NINGUN COMPROMISO.","True","good","False","","","","490.0","chalet","independantHouse","La Poveda, Arganda","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"98469672","https://img3.idealista.com/blur/WEB_LISTING/90/id.pro.es.image.master/d7/a7/36/1013331327.jpg","","38","3","134900.0","flat","sale","85.0","True","3","1","Calle de los almendros","Madrid","Arganda","Centro","es","40.2984797","-3.4357038","False","https://www.idealista.com/inmueble/98469672/","2757","Se vende piso en zona tranquila de Arganda  Formado por tres dormitorios con armarios empotrados, amplio salón, cocina espaciosa, baño formado con plato de ducha y bañera, ambas cosas en el mismo baño y dos lavabos en el mismo.  La vivienda tiene una reforma integral que se hizo hace 10 años. Muy cercano al centro, bien comunicado. Parques, centro de salud, bancos, colegios etc Parada de bus 1 A dos minutos de la A-3 Visitelo sin compromiso  Abstener agencias.","False","good","False","False","","","1587.0","flat","","Centro, Arganda","Piso en Calle de los almendros","False","False","False","False","","","False","False","","","","","","","","","",""
"98305208","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/cb/08/1042816968.jpg","RP2702022101977","65","","319990.0","chalet","sale","256.0","False","5","3","Velilla de San Antonio","Madrid","Velilla de San Antonio","","es","40.3748187","-3.4842861","False","https://www.idealista.com/inmueble/98305208/","10514","Amplio chalet en zona tranquila de Velilla de San Antonio, centro comercial cercano al inmueble y líneas de autobuses 280, 284, 285. 341 que comunican con Madrid capital, Arganda del Rey, Coslada (RENFE). Igualmente dispone de una línea de autobuses nocturnos (Madrid-Ciudad Lineal - Loeches). Velilla de San Antonio dispone de Ayuntamiento, Biblioteca, así como de colegios, institutos y centro médico. Las vías de acceso a la población son la R3, A3 y M208. El inmueble dispone de 4 plantas. Se accede desde la calle principal por un porche de entrada. En la planta baja, se encuentra el hall con armario empotrado, paredes de estuco, parquet, amplio salón comedor con ventana exterior y salida a patio, cocina amueblada y equipada con vitrocerámica, horno y extractor, dispone de ventana a patio, cuarto de estar (también convertible en dormitorio) orientado a la calle principal y aseo con suelo de parquet, alicatado. En la planta sótano se encuentra el garaje de muy buenas dimensiones con suelo cerámico, paredes lisas y ventana exterior, un aseo y anexo al garaje hay una estancia que actualmente está habilitada como dormitorio y dispone de un cuarto utilizado para despensa. En la primera planta cuenta con 4 habitaciones, todas ellas con armarios empotrados, ventanas exteriores, parquet y gotelé. La habitación principal dispone de baño completo en suite. Por último, en la planta superior, nos encontramos con la buhardilla de grandes dimensiones con suelos cerámicos, paredes de gotelé, ventana exterior a calle principal y tiene la posibilidad de instalar un cuarto de baño. Definitivamente esta vivienda cuenta con excelentes calidades y utilidades; suelo de parquet y cerámicos, paredes lisas, gotelé y estuco veneciano. 4 dormitorios (con posibilidad de convertirse en 6), 5 armarios empotrados, 2 baños completos y dos aseos, calefacción de gas natural. ¡No dude en contactar, le esperamos!  Contamos con departamento financiero Dcredit para conseguir la mejor financiación.","True","good","False","","True","True","1250.0","chalet","terracedHouse","Velilla de San Antonio","Chalet adosado","False","False","False","False","","","False","False","","","","","","","","","",""
"98292815","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8a/3e/36/1006954521.jpg","RP2302022101877","24","","189990.0","chalet","sale","106.0","False","3","3","Centro","Madrid","Arganda","Centro","es","40.3036367","-3.4376077","False","https://www.idealista.com/inmueble/98292815/","2875","Redpiso Arganda Plaza pone a su disposición este espectacular dúplex reformado, a estrenar, en el centro de Arganda del rey.  Cuenta con 106m2, distribuidos en la siguiente manera en planta, hermoso salón con chimenea de Pellets, aire acondicionado, cocina independiente amueblada y equipada con todo a estrenar, aseo amplio compartido con lavadora, en primera planta 3 habitaciones, de los cuales 2 con armario empotrado, el principal con ventana de velux, aire acondicionado y baño con plato de ducha y mampara, segundo baño amueblado con plato de ducha, Las calidades con las que contamos son las siguientes; suelos de tarima de calidad superior, paredes lisas, puertas de madera, ventanas de climalit oscilobatiente con persiana, buena iluminación y ventilación. Bien comunicado con Madrid a través de transporte público con las líneas 312, 312A, metro a menos de 10 minutos Línea 9, estación Arganda del Rey y fácil acceso a A3. Próximo al hospital del Sureste, centros médicos, colegios e institutos tanto públicos como concertados. Ponemos a tu disposición nuestro departamento financiero Dcredit para conseguir las mejores condiciones, en definitiva, una hipoteca hecha a tu medida.","True","good","False","","","","1792.0","chalet","terracedHouse","Centro, Arganda","Chalet adosado","False","False","False","False","","","False","False","","","","","","","","","",""
"98277133","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/16/0e/59/1006385583.jpg","RP482022101936","49","","549000.0","chalet","sale","252.0","False","4","3","Rivas Futura","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3488339","-3.5188151","False","https://www.idealista.com/inmueble/98277133/","11012","Excelente chalet adosado situado en Rivas Futura, muy cercano a diversos comercios, servicios y paradas de bus. Sus 252m² de construcción están distribuidos en tres plantas, de la siguiente manera:  En la planta baja se encuentra el hall recibidor con armario de cortesía, salón comedor con salida a patio de 35 m², amplia cocina amueblada, 1 dormitorio y 1 baño completo.  En la segunda planta tenemos 3 dormitorios con armarios empotrados (uno de ellos con salida a terraza y el dormitorio principal con vestidor), 2 baños (uno en suite con salida a terraza), y un armario de cortesía en el pasillo.  Y en la tercera planta amplia buhardilla diáfana con armarios y salida a dos terrazas. Excelentes calidades, suelos de cerámico, paredes lisas, doble ventanas en todas las estancias, aire acondicionado en el salón y en el dormitorio principal, patio con cesped y toldos eléctricos, instalación de domótica, instalación de placas fotovoltaicas para electricidad y paneles solares térmicos para agua caliente, y amplio garaje para 2 coches. La urbanización cuenta con piscina de adultos y de niños, parque infantil y pista de pádel. Podemos conseguir la mejor financiación con nuestro departamento financiero Dcredit! Visítelo sin compromiso!","False","good","False","","True","True","2179.0","chalet","terracedHouse","Rivas Futura, Rivas-Vaciamadrid","Chalet adosado","False","False","False","False","","","False","False","","","","","","","","","",""
"98185523","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2d/a8/d2/1003328185.jpg","RP052022101545","20","2","179000.0","flat","sale","123.0","True","4","2","Centro","Madrid","Arganda","Centro","es","40.3019152","-3.4446722","False","https://www.idealista.com/inmueble/98185523/","3475","Redpiso Arganda del Rey pone a la venta hermosa vivienda en Zona Centro, en perfectas condiciones para entrar a vivir; compuesta por 4 dormitorios, salón independiente con aire acondicionado y salida a terraza exterior, cocina amuebla y equipada desde la que se accede al tendedero acristalado, 2 baños completos con bañera ( uno de ellos en suite ). Excelentes calidades, calefacción gas natural individual, suelos de tarima, ventanas de aluminio y contraventanas. Vivienda situada en zona privilegiada, con todos los servicios a su alcance; farmacias, colegios, institutos, supermercados grandes y pequeños, muy cerca de metro y paradas de autobús urbano e interurbano. Acceso directo a A-3, R-3 y M-300. A 15 minutos del centro de Madrid. Te ofrecemos la posibilidad de que puedas asesorarte sin ningún compromiso con nuestro departamento financiero, el cual encontrara según tu perfil la mejor hipoteca para ti. VEN A VISITARLO SIN NINGUN COMPROMISO!","True","good","False","False","","","1455.0","flat","","Centro, Arganda","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"98144980","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4e/e1/41/1002490077.jpg","RP482022101428","45","","499000.0","chalet","sale","217.0","False","4","3","Rivas Futura","Madrid","Rivas-Vaciamadrid","Rivas Futura","es","40.3473246","-3.5239117","False","https://www.idealista.com/inmueble/98144980/","11322","Excelente chalet pareado, con parcela de 320m², en la mejor zona de Rivas Futura, muy cercano a la estación de metro, a diversos comercios y servicios. Sus 217m² de construcción se encuentran distribuidos en 2 plantas de la siguiente forma: En la planta baja: patio delantero con garaje para 2 coches y trastero, hall de entrada con aseo, cocina amueblada, amplio salón comedor con salida al patio trasero solado y con hermosa piscina, y un espacio utilizado como jardín pero con múltiples posibilidades de uso. En la segunda planta 4 amplios dormitorios con armarios empotrados, 2 baños (uno de ellos en suite) y terraza cerrada y acristalada. Podemos conseguir la mejor financiación con nuestro departamento financiero Dcredit! Visítelo sin compromiso!","False","good","False","","True","True","2300.0","chalet","semidetachedHouse","Rivas Futura, Rivas-Vaciamadrid","Chalet pareado","False","False","False","False","","","False","False","","","","","","","","","",""
"97572822","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/6f/30/06/1021820966.jpg","RP230202298952","30","","217990.0","flat","sale","95.0","True","3","2","Perlita","Madrid","Arganda","Perlita","es","40.290612","-3.4450638","False","https://www.idealista.com/inmueble/97572822/","3764","Redpiso Arganda Plaza pone a su disposición esta magnifica vivienda situada en la zona de la Perlita de Arganda del Rey. El inmueble está situado en la primera planta de una mancomunidad dotada de zonas ajardinadas, pista de pádel, zonas infantiles, cámaras de vigilancia 24 horas, conserje físico 12 horas. La vivienda cuanta con 95 m² distribuidos en cocina independiente, salón, 2 cuartos de baño completos (uno de ellos en suite), 3 habitaciones y tendedero. Garaje y trastero. Las calidades con las que contamos son la siguientes: Suelos de tarima, puerta de acceso a la vivienda blindada, puertas de interior macizas color roble, ventanas climalit con mosquitera, plazo de ducha en el baño común y bañera en el baño en suite. Cocina amueblada, calefacción gas natural y aire acondicionado por Split. Con excelente ventilación y muy luminoso. Buena comunicación por las Líneas 312 y 312A (parada a 1 minuto andando), comunicación con Madrid (Conde de Casal) con Morata de Tajuña y Rivas línea 330 (a 5 minutos) fácil acceso a la A3. Muy próximo al hospital del Sureste, centros médicos, colegios públicos y concertados.  ¡No pierdas la oportunidad de disfrutas de una comunidad con espectaculares zonas comunes al aire libre! Ponemos a tu disposición nuestro departamento financiero Dcredit para conseguir unas condiciones a medida para tu hipoteca.","True","good","False","True","True","True","2295.0","flat","","Perlita, Arganda","Piso","False","False","False","False","","","False","False","","","","","","","","","",""
"97481666","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f5/bd/64/1003702484.jpg","RP165202298578","65","","579000.0","chalet","sale","370.0","False","7","4","Rivas Urbanizaciones","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3695357","-3.5420098","False","https://www.idealista.com/inmueble/97481666/","13865","En venta espectacular chalet pareado en planta en Rivas Urbanizaciones. Consta de 3 plantas con alrededor de 370m² construidos, que se dividen en: Sótano de 137m² con 2 dormitorios de un tamaño inmejorable, trastero, baño con plato de ducha, sala de estar con acceso a la terraza y un amplio garaje para 2 coches. En la planta principal encontramos el hall recibidor, cocina con comedor a parte y despensa, doble salón muy amplio con salida a terraza trasera con piscina, 3 dormitorios el principal con baño en suite con bañera y baño adicional en el pasillo con plato de ducha. Y en la ultima planta encontramos la buhardilla de aprox 87m² distribuidos en 2 dormitorios, 1 baño con plato de ducha y un espacio recreativo ideal para desconectar. Inmejorable ubicación cercano a la estación de metro de Rivas Urbanizaciones, centros de salud, supermecados, colegios y gran variedad de comercios locales. No dude en visitarlo!","True","good","False","","True","True","1565.0","chalet","semidetachedHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Chalet pareado","False","False","False","False","","","False","False","","","","","","","","","",""
"95818673","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/47/42/2d/929012833.jpg","14781","24","","239900.0","chalet","sale","131.0","False","3","1","Centro","Madrid","Arganda","Centro","es","40.3034059","-3.4364883","False","https://www.idealista.com/inmueble/95818673/","2780","Casa en venta en una sola planta en el centro de Arganda del Rey, en una zona con todos los servicios a tan sólo un paso.. . Distribuida con 131 m² construidos, 74 m² útiles. La vivienda está construida en parcela de 326 m², quedando libre 248 m² en la que podemos encontrar un porche, zona de aparcamiento de 57 m², zona solada y con plantas, también cuenta con un magnifico porche delantero. En cuanto a la vivienda dispone de un amplio hall delantero que distribuye la casa en salón muy luminoso, tres dormitorios, cocina con acceso directo al patio y baño con ducha. La vivienda necesita una actualización y tiene carpintería interior y exterior en madera, calefacción de gasoil, rejas, armario empotrado y suelos en gres. Destaca su magnifico terreno con muchísimas posibilidades para construir su propia piscina y dejarla a su gusto, sacándole todo el partido para vivir cómodamente como siempre había soñado. ¡Ponemos a su disposición una oportunidad única¡ *Certificación Energética: ""G"" *Impuestos y gastos NO INCLUIDOS: ITP o IVA, notaría, registro, gestoría, tasación, etc.","False","renew","False","","True","True","1831.0","chalet","independantHouse","Centro, Arganda","Casa independiente","False","False","False","False","","","False","False","","","","","","","","","",""
"96449617","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/f2/73/ac/1049126138.jpg","","30","","1490000.0","chalet","sale","720.0","False","5","6","Rivas Urbanizaciones","Madrid","Rivas-Vaciamadrid","Rivas Urbanizaciones","es","40.3665393","-3.5297736","False","https://www.idealista.com/inmueble/96449617/","12814","VIVIENDA UNIFAMILIAR EXCLUSIVA, Vivienda unifamiliar en la mejor zona y mas selecta de Rivas Vaciamadrid. Construido sobre una parcela de 1100m², cuenta con las más altas calidades y materiales diseñados en exclusiva para el mismo. Distribuidos 636m² de la siguiente manera: En la planta baja gran salón de 53m² con chimenea, ascensor y la escalera para su acceso a la planta primera, seguimos por el pasillo el cual da acceso al dormitorio principal, vestidor y con baño principal, con jacuzzi y cabina de ducha, dormitorio sencillo con baño, cuarto de lavandería, baño completo y cocina amueblada de 28,30 m² equipada con office y salida a porche de 30,07 m², piscina con depuración salina y jardín. En la primera planta existe una zona de 41 m² destinada actualmente a oficina y una biblioteca anexa de 33 m², dos dormitorios con armarios empotrados que comparten un baño completo, y un dormitorio principal con baño y armarios. Una terraza de 28 m² que comparten dos de los dormitorios. En la planta sótano se encuentra piscina climatizada con depuración ultravioleta, acceso al garaje con capacidad para 5 coches, el cual se comunica con el jardín de la parte delantera y entrada principal de la vivienda. Calefacción por suelo radiante, aire acondicionado NO AGENCIAS, TRATO DIRECTO CON LA PROPIEDAD.","False","good","False","","True","True","2069.0","chalet","independantHouse","Rivas Urbanizaciones, Rivas-Vaciamadrid","Casa independiente","False","False","False","False","villaType","Villa","False","False","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","luxuryType","Lujo","","","","","","","","","","","",""
"96725688","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/ae/d9/954796941.jpg","","18","3","145000.0","flat","sale","99.0","True","3","1","Calle Carretas","Madrid","Arganda","Centro","es","40.3018284","-3.4354763","False","https://www.idealista.com/inmueble/96725688/","2696","M&M Servicios Inmobiliarios presenta fantástico piso exterior, con salón de dos ambientes, con acceso a terraza que rodea el piso, 3 dormitorios con armarios empotrados de gran capacidad de almacenamiento, cocina amplia con ventana, 1 baño completo, aire acondicionado frío y calor en salón y dormitorio principal, calefacción de calor azul, ventanas de climalit, paredes en liso, puestas de roble, se ha cambiado la electricidad, fontanería, esta para entrar a vivir, es una 3 planta sin ascensor, con tramos cómodos de subir, a escasos minutos del centro de la ciudad, supermercados, farmacia, colegios, autobuses urbanos, autobuses a Conde de Casal, ayuntamiento fácil acceso a la A3, R3, Hospital, si necesitas ampliar información no dudes en contactar con nosotros le atendemos encantados. Mejor verlo. TE AYUDAMOS CON LA FINANCIACIÓN!","True","good","False","False","","","1465.0","flat","","Centro, Arganda","Piso en Calle Carretas","False","False","False","False","","","False","False","","","","","","","","","",""
"99170157","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/98/86/91/1035843672.jpg","","25","3","264000.0","flat","sale","135.0","True","4","2","Presidente Felipe Gonzalez","Madrid","Arganda","Perlita","es","40.2975711","-3.4446322","False","https://www.idealista.com/inmueble/99170157/","3520","LA PETITE MAISON pone en venta este fantástico Piso de 135 metros construidos con una excelente ubicación El piso se compone de salón comedor, terraza, cocina, dos cuartos de baño completos y 4 habitaciones. Se incluye también trastero y plaza de garaje. Un hall de entrada nos da la bienvenida y está dotado de un armario ropero ideal para cuando llegamos de la calle. De frente encontramos un salón comedor, con ambas zonas diferenciadas, zona de estar y zona de comedor. Es muy luminoso gracias a su orientación Este, (sol de mañana directo). Tiene aire acondicionado en líneas modernas y salida a una terraza con unas impresionantes vistas despejadas. La cocina es amplia y dispone de espacio para poder comer en ella, (mesa para 6 comensales) con acceso a un practico tendedero. Las 4 habitaciones tienen un gran tamaño, siendo todas dobles y tienen armarios empotrados. La principal es en suite con bañera. Destacar también que los techos son muy altos, las ventanas son de climalit dobles, aire acondicionado, estancias grandes, tarima y gres, toldos en toda la casa. La caldera está nueva, es de hace un año, Plaza de garaje con gran espacio de maniobra y trastero en planta calle. La urbanización de tan solo 60 vecinos (aprox) cuenta con varios parques infantiles, piscina y espacio de esparcimiento, ideal para familias. 2ª plaza de garaje opcional, dimensión 20 m2 La ubicación es excelente, al lado de la salida a la A3, lineas de autobús y a tan solo 10 min de la estación de metro. Cerca de parques con pistas deportivas de, supermercados, farmacias y establecimientos de varios servicios. Colegios e Institutos. Hospital del Sureste a cinco min andando Si necesitas ampliar información, no te quedes con las dudas y, ¡Llámanos! Y si lo necesitas te ayudaremos a conseguir tu préstamo hipotecario.","False","good","False","True","True","True","1956.0","flat","","Perlita, Arganda","Piso en Presidente Felipe Gonzalez","False","False","False","False","","","False","False","","","","","","","","","",""
"99078525","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b9/56/6a/1032827367.jpg","","23","bj","299900.0","duplex","sale","124.0","True","3","2","Calle de la Rosa","Madrid","Rivas-Vaciamadrid","Covibar - Pablo Iglesias","es","40.355965","-3.5507806","False","https://www.idealista.com/inmueble/99078525/","13791","LA PETITE MAISON vende este dúplex reformado en planta baja en la urbanización Pablo Iglesias,  Dúplex de 124 m2 distribuidos en dos plantas. Este dúplex tiene toda la planta diáfana, creando así una sensación de amplitud y creando así un concepto de cocina americana, desde la cual tienes vistas de toda la estancia y del jardin. El salón tiene unos grandes ventanales por los que entran mucho luz y son continuos de techo a suelo. La puerta es osciló corredera y son de seguridad. 3 habitaciones (antes 4) La habitación principal es de 18 metros y tiene gran espacio de vestidor. las habitaciones destinadas a los niños son de 10 m2 cada una de ellas y tienen sol directo todo el año.  El baño está dotado de plato de ducha y tiene una encimera de obra con mucho espacio.  Dos armarios trasteros en esta planta El jardín solado, tiene una barbacoa de obra y está dotado de toldo. Tiene puntos de luz y agua. Suelos de tarima y gress. Ventanas climalit, fontaneria y electricidad cambiada. Piscina comunitaria (grande y pequeña) para residentes y familias. Tiene vestuarios, baños y mucha zona de sombraje y espacio para pasar el día allí con los más peques. Adaptada a personas con movilidad reducida. Con restaurante, terraza y kiosko. A 2 min de la salida a la carretera de Valencia (A3) y M50, paradas de autobús en la puerta directas a Conde Casal y Metro Rivas Urbanizaciones.  Polideportivo y Centro comercial con supermercados, tiendas y restauración a 3 min. Rodeado de colegios La Escuela, El parque y Guarderías.  Si necesitas ampliar información, no te quedes con las dudas y, ¡Llámanos! Y si lo necesitas te ayudaremos a conseguir tu préstamo hipotecario.","True","good","False","False","","","2419.0","flat","duplex","Covibar - Pablo Iglesias, Rivas-Vaciamadrid","Dúplex en Calle de la Rosa","False","False","False","False","","","False","False","","","","","","","","","",""
"97548430","https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/a1/74/62/982886490.jpg","","35","bj","166000.0","flat","sale","72.0","True","1","2","Rafael Alberti","Madrid","Loeches","","es","40.3825826","-3.4070447","False","https://www.idealista.com/inmueble/97548430/","8862","Estas pensando que tu vivienda ideal seria en un entorno tranquilo pero a la vez cerca de todos los servicios para hacerte la vida mas fácil? ESTA ES TU VIVIENDA! BIG CASAS, tu inmobiliaria de confianza te vende un piso espectacular recién reformado y muy exclusivo con todas las comodidades que necesitas. Precioso salón de paso, con un baño completo con bañera, una cocina espectacular hecha a capricho, y un magnifico dormitorio con un impresionante armario/ vestidor hecho a medida, y un amplísimo baño dentro de la habitación con plato de ducha, todo con materiales de primera calidad. A/A con bomba de calor en el salón, calefacción individual eléctrica con radiadores, suelos de tarima en toda la vivienda, excepto en el baño común, pintura lisa, ventanas de climalit y puerta de acceso a la vivienda blindada. Todo exterior y muy luminoso. La vivienda tiene acceso a zonas comunes con piscina, pista multideporte y zona de barbacoa. En el precio se incluye trastero de 8 m2 y una amplia plaza de garaje. No dejes escapar esta oportunidad y disfruta de la tranquilidad que te ofrece esta vivienda. Te ayudamos en todo el proceso y ¡SI NECESITARAS FINANCIACION. CUENTA CON NOSOTROS!","False","good","False","False","True","True","2306.0","flat","","Loeches","Piso en Rafael Alberti","False","False","False","False","","","False","False","","","","","","","","","",""
